Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
"D67","D_Small","D_SOD-123",-327.968500,-95.250000,90.000000,bottom
"D68","D_Small","D_SOD-123",-345.080000,-98.620000,90.000000,bottom
"F1","500mA","Fuse_1206_3216Metric",-148.500000,-15.000000,180.000000,bottom
"J1","USB_C_Receptacle_USB2.0","USB_C_Receptacle_Palconn_UTC16-G",-157.960000,-3.875000,0.000000,bottom
"LED1","YS-SK6812MINI-E","YS-SK6812MINI-E",-33.528000,-23.550000,0.000000,bottom
"LED2","YS-SK6812MINI-E","YS-SK6812MINI-E",-52.578000,-23.550000,0.000000,bottom
"LED3","YS-SK6812MINI-E","YS-SK6812MINI-E",-71.628000,-22.026000,0.000000,bottom
"LED4","YS-SK6812MINI-E","YS-SK6812MINI-E",-91.086800,-26.220500,-12.000000,bottom
"LED5","YS-SK6812MINI-E","YS-SK6812MINI-E",-109.720500,-30.181200,-12.000000,bottom
"LED6","YS-SK6812MINI-E","YS-SK6812MINI-E",-128.354200,-34.141900,-12.000000,bottom
"LED7","YS-SK6812MINI-E","YS-SK6812MINI-E",-146.987900,-38.102700,-12.000000,bottom
"LED8","YS-SK6812MINI-E","YS-SK6812MINI-E",-175.256200,-35.805400,12.000000,bottom
"LED9","YS-SK6812MINI-E","YS-SK6812MINI-E",-193.889900,-31.844700,12.000000,bottom
"LED10","YS-SK6812MINI-E","YS-SK6812MINI-E",-212.523600,-27.884000,12.000000,bottom
"LED11","YS-SK6812MINI-E","YS-SK6812MINI-E",-231.157300,-23.923300,12.000000,bottom
"LED12","YS-SK6812MINI-E","YS-SK6812MINI-E",-251.079000,-22.788000,0.000000,bottom
"LED13","YS-SK6812MINI-E","YS-SK6812MINI-E",-270.129000,-23.550000,0.000000,bottom
"LED14","YS-SK6812MINI-E","YS-SK6812MINI-E",-298.704000,-23.550000,0.000000,bottom
"LED15","YS-SK6812MINI-E","YS-SK6812MINI-E",-330.898500,-21.645000,0.000000,bottom
"LED16","YS-SK6812MINI-E","YS-SK6812MINI-E",-34.004800,-42.600000,180.000000,bottom
"LED17","YS-SK6812MINI-E","YS-SK6812MINI-E",-57.816800,-42.600000,180.000000,bottom
"LED18","YS-SK6812MINI-E","YS-SK6812MINI-E",-77.809200,-42.873900,168.000000,bottom
"LED19","YS-SK6812MINI-E","YS-SK6812MINI-E",-96.442900,-46.834600,168.000000,bottom
"LED20","YS-SK6812MINI-E","YS-SK6812MINI-E",-115.076600,-50.795300,168.000000,bottom
"LED21","YS-SK6812MINI-E","YS-SK6812MINI-E",-133.710300,-54.756000,168.000000,bottom
"LED22","YS-SK6812MINI-E","YS-SK6812MINI-E",-169.900100,-56.419500,-168.000000,bottom
"LED23","YS-SK6812MINI-E","YS-SK6812MINI-E",-188.533800,-52.458800,-168.000000,bottom
"LED24","YS-SK6812MINI-E","YS-SK6812MINI-E",-207.167500,-48.498100,-168.000000,bottom
"LED25","YS-SK6812MINI-E","YS-SK6812MINI-E",-225.801200,-44.537400,-168.000000,bottom
"LED26","YS-SK6812MINI-E","YS-SK6812MINI-E",-247.269000,-41.838000,180.000000,bottom
"LED27","YS-SK6812MINI-E","YS-SK6812MINI-E",-266.319000,-42.600000,180.000000,bottom
"LED28","YS-SK6812MINI-E","YS-SK6812MINI-E",-285.369000,-42.600000,180.000000,bottom
"LED29","YS-SK6812MINI-E","YS-SK6812MINI-E",-309.182000,-42.600000,180.000000,bottom
"LED30","YS-SK6812MINI-E","YS-SK6812MINI-E",-334.708500,-40.695000,180.000000,bottom
"LED31","YS-SK6812MINI-E","YS-SK6812MINI-E",-33.242500,-61.650000,0.000000,bottom
"LED32","YS-SK6812MINI-E","YS-SK6812MINI-E",-59.436000,-61.650000,0.000000,bottom
"LED33","YS-SK6812MINI-E","YS-SK6812MINI-E",-79.438600,-62.695800,-12.000000,bottom
"LED34","YS-SK6812MINI-E","YS-SK6812MINI-E",-98.072300,-66.656500,-12.000000,bottom
"LED35","YS-SK6812MINI-E","YS-SK6812MINI-E",-116.706000,-70.617200,-12.000000,bottom
"LED36","YS-SK6812MINI-E","YS-SK6812MINI-E",-135.339700,-74.577900,-12.000000,bottom
"LED37","YS-SK6812MINI-E","YS-SK6812MINI-E",-176.655800,-74.459100,12.000000,bottom
"LED38","YS-SK6812MINI-E","YS-SK6812MINI-E",-195.289500,-70.498400,12.000000,bottom
"LED39","YS-SK6812MINI-E","YS-SK6812MINI-E",-213.923300,-66.537700,12.000000,bottom
"LED40","YS-SK6812MINI-E","YS-SK6812MINI-E",-232.557000,-62.577000,12.000000,bottom
"LED41","YS-SK6812MINI-E","YS-SK6812MINI-E",-252.603000,-61.650000,0.000000,bottom
"LED42","YS-SK6812MINI-E","YS-SK6812MINI-E",-271.653000,-61.650000,0.000000,bottom
"LED43","YS-SK6812MINI-E","YS-SK6812MINI-E",-302.683600,-61.650000,0.000000,bottom
"LED44","YS-SK6812MINI-E","YS-SK6812MINI-E",-338.518500,-59.745000,0.000000,bottom
"LED45","YS-SK6812MINI-E","YS-SK6812MINI-E",-32.935600,-80.700000,180.000000,bottom
"LED46","YS-SK6812MINI-E","YS-SK6812MINI-E",-63.817500,-80.700000,180.000000,bottom
"LED47","YS-SK6812MINI-E","YS-SK6812MINI-E",-84.794700,-83.309900,168.000000,bottom
"LED48","YS-SK6812MINI-E","YS-SK6812MINI-E",-103.428400,-87.270600,168.000000,bottom
"LED49","YS-SK6812MINI-E","YS-SK6812MINI-E",-122.062200,-91.231300,168.000000,bottom
"LED50","YS-SK6812MINI-E","YS-SK6812MINI-E",-140.695900,-95.192000,168.000000,bottom
"LED51","YS-SK6812MINI-E","YS-SK6812MINI-E",-172.231400,-94.875200,-168.000000,bottom
"LED52","YS-SK6812MINI-E","YS-SK6812MINI-E",-190.865100,-90.914400,-168.000000,bottom
"LED53","YS-SK6812MINI-E","YS-SK6812MINI-E",-209.498800,-86.953700,-168.000000,bottom
"LED54","YS-SK6812MINI-E","YS-SK6812MINI-E",-228.132500,-82.993000,-168.000000,bottom
"LED55","YS-SK6812MINI-E","YS-SK6812MINI-E",-248.031000,-80.700000,180.000000,bottom
"LED56","YS-SK6812MINI-E","YS-SK6812MINI-E",-267.081000,-80.700000,180.000000,bottom
"LED57","YS-SK6812MINI-E","YS-SK6812MINI-E",-293.275000,-80.700000,180.000000,bottom
"LED58","YS-SK6812MINI-E","YS-SK6812MINI-E",-319.468500,-80.700000,180.000000,bottom
"LED59","YS-SK6812MINI-E","YS-SK6812MINI-E",-25.718000,-99.750000,0.000000,bottom
"LED60","YS-SK6812MINI-E","YS-SK6812MINI-E",-78.773100,-102.479300,-12.000000,bottom
"LED61","YS-SK6812MINI-E","YS-SK6812MINI-E",-111.579600,-108.478700,-12.000000,bottom
"LED62","YS-SK6812MINI-E","YS-SK6812MINI-E",-139.530200,-114.419800,-12.000000,bottom
"LED63","YS-SK6812MINI-E","YS-SK6812MINI-E",-192.496800,-110.043200,12.000000,bottom
"LED64","YS-SK6812MINI-E","YS-SK6812MINI-E",-232.291800,-102.558300,12.000000,bottom
"LED65","YS-SK6812MINI-E","YS-SK6812MINI-E",-276.606500,-99.750000,0.000000,bottom
"LED66","YS-SK6812MINI-E","YS-SK6812MINI-E",-300.418500,-99.750000,0.000000,bottom
"LED67","YS-SK6812MINI-E","YS-SK6812MINI-E",-319.468500,-99.750000,0.000000,bottom
"LED68","YS-SK6812MINI-E","YS-SK6812MINI-E",-338.518500,-99.750000,0.000000,bottom
"R1","5.1k","R_0805_2012Metric",-155.500000,-16.500000,-90.000000,bottom
"R2","5.1k","R_0805_2012Metric",-159.000000,-16.500000,-90.000000,bottom
"R3","22","R_0805_2012Metric",-166.500000,-18.000000,-90.000000,bottom
"R4","10k","R_0805_2012Metric",-149.000000,-81.500000,180.000000,bottom
"R5","22","R_0805_2012Metric",-169.000000,-18.000000,-90.000000,bottom
"R6","10k","R_0805_2012Metric",-158.500000,-88.500000,90.000000,bottom
"SW1","SW_PUSH","MXOnly-1U-Hotswap",-33.528000,-19.050000,180.000000,bottom
"SW2","SW_PUSH","MXOnly-1U-Hotswap",-52.578000,-19.050000,180.000000,bottom
"SW3","SW_PUSH","MXOnly-1U-Hotswap",-71.628000,-17.526000,180.000000,bottom
"SW4","SW_PUSH","MXOnly-1U-Hotswap",-92.022400,-21.818800,168.000000,bottom
"SW5","SW_PUSH","MXOnly-1U-Hotswap",-110.656100,-25.779600,168.000000,bottom
"SW6","SW_PUSH","MXOnly-1U-Hotswap",-129.289800,-29.740300,168.000000,bottom
"SW7","SW_PUSH","MXOnly-1U-Hotswap",-147.923500,-33.701000,168.000000,bottom
"SW8","SW_PUSH","MXOnly-1U-Hotswap",-174.320600,-31.403800,-168.000000,bottom
"SW9","SW_PUSH","MXOnly-1U-Hotswap",-192.954300,-27.443100,-168.000000,bottom
"SW10","SW_PUSH","MXOnly-1U-Hotswap",-211.588000,-23.482300,-168.000000,bottom
"SW11","SW_PUSH","MXOnly-1U-Hotswap",-230.221700,-19.521600,-168.000000,bottom
"SW12","SW_PUSH","MXOnly-1U-Hotswap",-251.079000,-18.288000,180.000000,bottom
"SW13","SW_PUSH","MXOnly-1U-Hotswap",-270.129000,-19.050000,180.000000,bottom
"SW14","SW_PUSH","MXOnly-2U-Hotswap",-298.704000,-19.050000,180.000000,bottom
"SW15","SW_PUSH","MXOnly-1U-Hotswap",-330.898500,-17.145000,180.000000,bottom
"SW16","SW_PUSH","MXOnly-1.5U-Hotswap",-34.004800,-38.100000,180.000000,bottom
"SW17","SW_PUSH","MXOnly-1U-Hotswap",-57.816800,-38.100000,180.000000,bottom
"SW18","SW_PUSH","MXOnly-1U-Hotswap",-78.744800,-38.472200,168.000000,bottom
"SW19","SW_PUSH","MXOnly-1U-Hotswap",-97.378500,-42.432900,168.000000,bottom
"SW20","SW_PUSH","MXOnly-1U-Hotswap",-116.012200,-46.393600,168.000000,bottom
"SW21","SW_PUSH","MXOnly-1U-Hotswap",-134.645900,-50.354300,168.000000,bottom
"SW22","SW_PUSH","MXOnly-1U-Hotswap",-168.964500,-52.017900,-168.000000,bottom
"SW23","SW_PUSH","MXOnly-1U-Hotswap",-187.598200,-48.057100,-168.000000,bottom
"SW24","SW_PUSH","MXOnly-1U-Hotswap",-206.231900,-44.096400,-168.000000,bottom
"SW25","SW_PUSH","MXOnly-1U-Hotswap",-224.865600,-40.135700,-168.000000,bottom
"SW26","SW_PUSH","MXOnly-1U-Hotswap",-247.269000,-37.338000,180.000000,bottom
"SW27","SW_PUSH","MXOnly-1U-Hotswap",-266.319000,-38.100000,180.000000,bottom
"SW28","SW_PUSH","MXOnly-1U-Hotswap",-285.369000,-38.100000,180.000000,bottom
"SW29","SW_PUSH","MXOnly-1.5U-Hotswap",-309.182000,-38.100000,180.000000,bottom
"SW30","SW_PUSH","MXOnly-1U-Hotswap",-334.708500,-36.195000,180.000000,bottom
"SW31","SW_PUSH","MXOnly-1.75U-Hotswap",-33.242500,-57.150000,180.000000,bottom
"SW32","SW_PUSH","MXOnly-1U-Hotswap",-59.436000,-57.150000,180.000000,bottom
"SW33","SW_PUSH","MXOnly-1U-Hotswap",-80.374200,-58.294100,168.000000,bottom
"SW34","SW_PUSH","MXOnly-1U-Hotswap",-99.007900,-62.254800,168.000000,bottom
"SW35","SW_PUSH","MXOnly-1U-Hotswap",-117.620000,-66.200000,168.000000,bottom
"SW36","SW_PUSH","MXOnly-1U-Hotswap",-136.275300,-70.176300,168.000000,bottom
"SW37","SW_PUSH","MXOnly-1U-Hotswap",-175.720200,-70.057500,-168.000000,bottom
"SW38","SW_PUSH","MXOnly-1U-Hotswap",-194.353900,-66.096700,-168.000000,bottom
"SW39","SW_PUSH","MXOnly-1U-Hotswap",-212.987700,-62.136000,-168.000000,bottom
"SW40","SW_PUSH","MXOnly-1U-Hotswap",-231.621400,-58.175300,-168.000000,bottom
"SW41","SW_PUSH","MXOnly-1U-Hotswap",-252.603000,-57.150000,180.000000,bottom
"SW42","SW_PUSH","MXOnly-1U-Hotswap",-271.653000,-57.150000,180.000000,bottom
"SW43","SW_PUSH","MXOnly-2.25U-Hotswap",-302.683600,-57.150000,180.000000,bottom
"SW44","SW_PUSH","MXOnly-1U-Hotswap",-338.518500,-55.245000,180.000000,bottom
"SW45","SW_PUSH","MXOnly-2.25U-Hotswap",-32.935600,-76.200000,180.000000,bottom
"SW46","SW_PUSH","MXOnly-1U-Hotswap",-63.817500,-76.200000,180.000000,bottom
"SW47","SW_PUSH","MXOnly-1U-Hotswap",-85.730300,-78.908200,168.000000,bottom
"SW48","SW_PUSH","MXOnly-1U-Hotswap",-104.364000,-82.868900,168.000000,bottom
"SW49","SW_PUSH","MXOnly-1U-Hotswap",-122.997800,-86.829600,168.000000,bottom
"SW50","SW_PUSH","MXOnly-1U-Hotswap",-141.631500,-90.790300,168.000000,bottom
"SW51","SW_PUSH","MXOnly-1U-Hotswap",-171.295800,-90.473500,-168.000000,bottom
"SW52","SW_PUSH","MXOnly-1U-Hotswap",-189.929500,-86.512800,-168.000000,bottom
"SW53","SW_PUSH","MXOnly-1U-Hotswap",-208.563200,-82.552100,-168.000000,bottom
"SW54","SW_PUSH","MXOnly-1U-Hotswap",-227.196900,-78.591300,-168.000000,bottom
"SW55","SW_PUSH","MXOnly-1U-Hotswap",-248.031000,-76.200000,180.000000,bottom
"SW56","SW_PUSH","MXOnly-1U-Hotswap",-267.081000,-76.200000,180.000000,bottom
"SW57","SW_PUSH","MXOnly-1.75U-Hotswap",-293.275000,-76.200000,180.000000,bottom
"SW58","SW_PUSH","MXOnly-1U-Hotswap",-319.468500,-76.200000,180.000000,bottom
"SW59","SW_PUSH","MXOnly-1.5U-Hotswap",-25.718000,-95.250000,180.000000,bottom
"SW60","SW_PUSH","MXOnly-1.5U-Hotswap",-79.708700,-98.077600,168.000000,bottom
"SW61","SW_PUSH","MXOnly-2U-Hotswap-ReversedStabilizers",-112.515200,-104.077100,168.000000,bottom
"SW62","SW_PUSH","MXOnly-1U-Hotswap",-140.465800,-110.018200,168.000000,bottom
"SW63","SW_PUSH","MXOnly-2.75U-Hotswap-ReversedStabilizers",-191.561200,-105.641500,-168.000000,bottom
"SW64","SW_PUSH","MXOnly-1.5U-Hotswap",-231.356200,-98.156600,-168.000000,bottom
"SW65","SW_PUSH","MXOnly-1.5U-Hotswap",-276.606500,-95.250000,180.000000,bottom
"SW66","SW_PUSH","MXOnly-1U-Hotswap",-300.418500,-95.250000,180.000000,bottom
"SW67","SW_PUSH","MXOnly-1U-Hotswap",-319.468500,-95.250000,180.000000,bottom
"SW68","SW_PUSH","MXOnly-1U-Hotswap",-338.518500,-95.250000,180.000000,bottom
"SW_69","SW_PUSH","SW_SPST_SKQG_WithStem",-157.000000,-95.000000,180.000000,bottom
"U1","ATmega32U4-M","QFN-44-1EP_7x7mm_P0.5mm_EP5.2x5.2mm",-156.500000,-71.000000,0.000000,bottom
"U2","PRTR5V0U2X","SOT-143",-167.500000,-14.000000,180.000000,bottom
"Y1","Crystal_GND24","Crystal_SMD_3225-4Pin_3.2x2.5mm",-182.000000,-15.000000,180.000000,bottom
